mode,n,mean,std,ci95_lo,ci95_hi
gate_fallback,30,10.3659477687549,2.7782718234807042,9.344556360530492,11.36620503927953
none,30,0.0,0.0,0.0,0.0
project,30,12.743392362058854,3.0638911577777828,11.614067720878747,13.773114749068807
